SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
2933595,17,6193,49,2,0.0,0.0,2018-04-05 11:04:19.220,3799Y46F278S2RA175V3
3455224,7,83073,96,22,0.0,0.0,2018-03-28 03:46:31.030,FFGMH3KMY8W5RX9EIELD
1656341,23,14799,172,4,0.0,0.0,2018-02-26 11:19:08.550,0RW4520P0YRWTIKE2FDY
1581241,21,22723,97,6,0.0,0.0,2018-03-19 02:38:52.050,VRKRBTOSZ4A63S64NCOL
4256087,17,93961,370,24,0.2,0.0,2018-01-31 11:27:52.290,1UL9SLER9EHI8MQXYYRL
2334431,1,79008,432,20,0.0,0.0,2018-01-27 07:14:40.430,WS7GLV5BHYLV4WF07BHO
1155296,19,42268,177,11,0.0,0.0,2018-01-30 01:49:42.850,O6IV3ZMT5Q1BYA4RCAL9
3744643,11,19227,145,5,0.1,0.0,2018-04-09 22:37:14.930,C2JY4C64TILLA9H91GQ8
65148,4,6194,416,2,0.0,0.0,2018-01-05 02:38:43.700,8JLRDB6DVORPRJ5DNLFX
1668465,13,67438,165,18,0.1,0.0,2018-02-22 17:11:45.670,UCSBLF3OE06RSHRNJJI3
245545,17,46221,255,12,0.0,0.0,2018-04-05 07:27:15.350,0ICEYK40SFLVOE2GVJUN
3144385,14,10975,397,3,0.0,0.0,2018-05-02 16:12:06.260,LFL3NQJQMVMG9QCY498M
5403540,5,8330,412,3,0.0,0.0,2018-01-07 21:49:44.390,WWD34D45RKAJW5R4HJV5
2519838,8,24428,62,7,0.0,0.0,2018-03-12 16:53:10.820,6LRDNKJS0OFUK80Q31LZ
6721899,3,98593,141,25,0.2,0.0,2018-05-09 01:28:42.910,AYID6BX71WYJRPUKBJ04
5117092,6,85507,128,22,0.0,0.0,2018-05-04 10:05:35.000,6VAWNLW4MOBXVJQQJ7Y3
163936,23,44132,299,12,0.0,0.0,2018-03-16 01:56:12.010,KVLHIJV070K62V3SEVZD
6305326,15,40242,262,11,0.0,0.0,2018-01-27 21:03:17.230,C8IQTQNMGMF416EPGH13
5030778,2,46804,30,12,0.0,0.0,2018-01-22 09:55:17.150,1LIFTTKA0BC23DHC1NQ0
5308252,19,59626,131,16,0.0,0.0,2018-03-29 02:30:31.310,VGFVCWS9XPKE9OJJCI3W
5600400,12,55146,81,14,0.0,0.0,2018-04-04 16:06:04.700,UHO8CQAMR0MPMRILT6LV
1891664,6,30104,412,8,0.0,0.0,2018-03-30 19:24:54.360,Y0OAP3HF1Z4SRSZ33N24
6142512,18,97169,152,25,0.0,0.0,2018-01-24 04:05:29.140,RYUWL4H4UQSRDYGN9BRD
3833125,15,50608,371,13,0.1,0.0,2018-04-25 21:14:33.820,D0IW9XJFKGCNG5B4ASE9
3636713,12,93046,56,24,0.1,0.0,2018-04-11 18:40:24.590,MO9KS4PY4RBV2AXAXNS8
3838300,5,72330,20,19,0.0,0.0,2018-02-01 15:52:59.270,J1AYCCPT6RNKW2B0MC48
957818,8,79167,225,21,0.0,0.0,2018-03-04 01:31:53.020,2MHJCAFU0BEP4C7X7IWU
5902655,4,71574,42,19,0.2,0.0,2018-01-12 03:17:17.640,TSIQXH84JS6XHFUVVC2H
6697018,19,49399,236,13,0.0,0.0,2018-03-01 15:05:23.430,1GOX4CYHMJ2L7RD8TJOS
5484813,16,32543,132,9,0.0,0.0,2018-03-29 19:38:58.660,BTZRNTTQLL4ANAKTMFOP
5725844,21,12768,443,4,0.0,0.0,2018-01-28 16:45:49.790,PFOYTV8KRRXEAQSM1QME
1398964,3,1072,172,1,0.0,0.0,2018-01-30 14:47:09.300,GE7CXCN46R7MGLS81DIF
6501733,19,60648,362,16,0.0,0.0,2018-04-23 02:07:32.500,T8HE2OV1OWJ32873RV1J
1037448,5,95687,293,25,0.0,0.0,2018-04-02 18:27:53.260,B89ZY05TO55HZXZ36840
6062861,5,57670,298,15,0.0,0.0,2018-01-27 15:46:03.120,AHWAPFGEMFYLO77ZP9YL
3526293,10,24629,15,7,0.0,0.0,2018-01-26 06:26:18.250,C12ZDQDXW94NZSKMYKP4
1801549,1,40119,430,11,0.0,0.0,2018-01-13 17:09:17.130,KU50XO2L5RKGGW3A9H37
3076887,21,80577,98,21,0.0,0.0,2018-01-19 21:38:33.410,TG862Z0SHWKWG0ZWKIBF
4690269,17,53360,361,14,0.0,0.0,2018-03-26 18:37:13.820,977BQXJR5ZRF5SE1ISS2
6130459,11,28128,230,8,0.0,0.0,2018-01-23 08:18:33.720,3WIJV80V1MZMDD6GNN5L
1901435,9,15231,367,4,0.0,0.0,2018-01-11 13:57:28.430,SMHGBOTDNPXC911VVQG9
2766805,7,90590,386,23,0.1,0.0,2018-05-03 01:50:31.770,OLKPIGUZSA8SHWIXK714
6473384,4,59520,126,16,0.0,0.0,2018-03-07 11:49:25.300,PAGCJBKDNCX5F0OORZQ0
5327564,5,25561,374,7,0.0,0.0,2018-02-13 10:03:45.570,71OTPTNKOOF01LM9HETV
6709865,14,36761,251,10,0.1,0.0,2018-04-01 21:55:58.050,S9MYEZF2VCPLDHTN0ZCZ
1578868,10,22248,194,6,0.0,0.0,2018-02-14 13:48:07.040,3CZMEKYSTAJUQNQ64287
5054546,16,91191,372,24,0.2,0.0,2018-05-07 10:12:46.460,HJU44ODP9A9H5XG1LETC
4181909,7,5507,95,2,0.0,0.0,2018-04-18 15:47:50.070,DZH6CQZQO85MD1ZCZ1CD
6708561,1,30333,106,8,0.1,0.0,2018-01-01 13:55:57.430,J41A5GIW5I71SCV8TUCZ
2667933,21,53014,220,14,0.0,0.0,2018-02-22 01:27:30.350,RXS2RHVMZQL9ODQBY76O
4649130,9,70136,338,18,0.0,0.0,2018-04-25 21:08:50.220,WLJ9KQYZNVL2KLGYJ4JB
1671217,18,78048,163,20,0.0,0.0,2018-01-14 19:25:25.010,BBC6CZG2F7FG4S6922L1
743456,21,32903,437,9,0.0,0.0,2018-04-02 15:49:48.260,IAV0VY7OZA82A0O3IMC7
1270560,21,69197,418,18,0.0,0.0,2018-04-25 18:47:03.780,IY1HLCTI6E1IXUXMY6YR
5000254,4,37153,335,10,0.0,0.0,2018-03-10 08:32:49.600,1PMV1IAWA92Z5XXCZMXR
5305009,16,22275,16,6,0.0,0.0,2018-03-05 01:33:52.180,KWJ5G5PA9WAXLYQ1PSJ4
4898457,4,11467,33,3,0.1,0.0,2018-01-07 08:32:47.740,TGYM151BJYP9LSFVEOS3
4198251,17,32974,131,9,0.0,0.0,2018-02-26 02:07:04.000,F6PG1Q13ZHCJP6U7J0NT
6260556,16,96418,431,25,0.2,0.0,2018-02-11 22:45:32.870,ATH8ZN3F4V0JNT2UH63G
1724995,18,13054,325,4,0.0,0.0,2018-01-10 08:57:07.050,U57TKO4NQX5DUZNB8Z0C
2109935,2,53018,344,14,0.2,0.0,2018-04-14 09:13:36.940,VLJ8YO6L808BRV9KGD20
3779565,21,30504,430,8,0.0,0.0,2018-01-29 06:16:42.950,3JRIGUIG1CIF20IDX15U
5235401,21,39845,82,11,0.2,0.0,2018-03-26 11:52:17.850,GVP2BVYF9BOBD3MSGOKU
865758,9,16246,378,5,0.1,0.0,2018-05-06 16:52:50.010,BQSHSZKJLXJRO5X2PT0N
4679563,19,84370,423,22,0.0,0.0,2018-03-18 21:04:52.210,B1PO5F8BOOSEFDZN3KXR
3192576,18,21016,406,6,0.2,0.0,2018-02-14 07:08:51.900,9UYPB7TWZ4T3MMN8UAUW
3100875,7,97389,26,25,0.1,0.0,2018-03-28 06:41:27.690,CVQY6E12TL5LT2KMU4E3
3903784,17,92162,349,24,0.0,0.0,2018-03-09 10:21:39.840,M88D8ZLHT07I3DR29ZX7
42384,7,58122,24,15,0.2,0.0,2018-04-19 05:08:56.940,271DE4QVV6SLPJEKOUTT
5075768,10,90804,85,23,0.0,0.0,2018-04-08 22:10:40.810,8PJXK6XI0J5FOKH351B9
4507155,20,47034,421,12,0.0,0.0,2018-04-14 21:23:15.460,4KVPZY2M5CNBQIKO1ZEI
1614817,22,14915,444,4,0.0,0.0,2018-03-09 02:10:22.880,IXJ9VS33FGTVLOAL5P12
2591934,6,24624,349,7,0.0,0.0,2018-04-11 05:37:53.050,W3U3KL5XQ6T25RLD1C9V
3152293,22,43912,104,12,0.1,0.0,2018-04-18 21:28:47.710,UNHTUPTRU97CLKOG1G66
6538175,21,98398,293,25,0.0,0.0,2018-05-01 17:31:20.680,TEI63NPGK0V5A42N5WMR
3088735,18,89494,280,23,0.1,0.0,2018-02-02 02:32:31.930,SRAGFDDRR4FAIAOLZZ0D
5903961,7,30536,374,8,0.0,0.0,2018-02-21 13:23:41.050,YICQDFT508X059QXHIVA
4022975,4,29937,7,8,0.2,0.0,2018-02-27 06:04:02.550,QG6USWM8J484JLOKQ7QU
2480522,20,9935,206,3,0.0,0.0,2018-04-20 02:04:48.450,OMIG06DQTJQC2X2H9U6F
6507078,20,90217,452,23,0.0,0.0,2018-02-07 01:31:47.320,CYB2RQ2JC7QRIAT0K7R5
4041547,19,73797,68,19,0.0,0.0,2018-02-09 13:19:39.760,XCXXW98RYHY6HXU3RU13
6093053,11,22058,170,6,0.0,0.0,2018-04-27 09:03:58.460,Y5LHCR0UD9TJXAHQXWBJ
4249088,16,73625,165,19,0.0,0.0,2018-01-04 17:20:35.930,O9PWCI6873QEORPTYTF8
605358,20,91227,25,24,0.0,0.0,2018-02-03 01:53:04.440,LUB8IN66ZV6RMBVLFRH0
4211826,9,96262,413,25,0.0,0.0,2018-01-21 02:36:54.180,Z9AEFYX4JFE13HO4QE33
2354361,18,93923,338,24,0.2,0.0,2018-01-18 23:14:00.560,DE034Q0BGAAG8SAMTQ1V
6182486,9,19202,425,5,0.0,0.0,2018-04-14 21:17:09.490,O9P1T5KKZCBMDGTQ22W6
4106550,2,6996,267,2,0.0,0.0,2018-03-09 04:33:51.400,GBRPF4ZA0LAVYPCZ81FJ
4725257,21,55749,256,15,0.0,0.0,2018-02-15 06:53:32.750,XSPUX9JXMXS4DNIW4KOW
5544233,17,89257,93,23,0.0,0.0,2018-01-18 05:31:01.140,K0EF91PJ2TIYXN0UK04C
5744945,1,98430,216,25,0.0,0.0,,TRP9IFO4CIOVPIB33GTF
1341125,8,71687,382,19,0.0,0.0,2018-01-11 22:12:30.980,Z7BMVK2I5YE1X7RYJ73Z
3281130,16,65242,296,17,0.0,0.0,2018-01-22 16:20:24.220,7VDM2ACSRJFBKQ4YJ3QG
4061245,4,5557,413,2,0.0,0.0,2018-04-20 13:26:57.350,OL8YRJ3TEGO7VEC5A415
3553743,5,53431,29,14,0.0,0.0,2018-03-21 18:43:04.510,MJH5K4BCKQ7ADOZSJVCU
1894629,8,84373,278,22,0.2,0.0,2018-04-07 08:15:48.230,85ZLGK30C6CXO98QSCBM
5900287,20,24300,392,7,0.0,0.0,2018-02-21 03:04:13.880,VOE3R7TIZKQ4BI8CPAAU
6186644,22,1720,69,1,0.1,0.0,2018-02-03 10:33:28.410,224J9IT1ER8HO59GJTR6
1995710,18,6666,17,2,0.0,0.0,2018-01-29 15:54:28.450,5BSTPYWPGB2GS1S6V36D
2308465,18,29196,282,8,0.0,0.0,2018-04-25 08:22:33.960,2NIS4UPLIFMMZEO8M3R1
3496423,10,20726,187,6,0.0,0.0,2018-04-26 13:07:17.500,32NI6J2W1Z1ZF5OE176E
3948892,18,34764,332,9,0.0,0.0,2018-04-30 15:55:30.950,EHUYW2EK7CBAP2BAT8KG
3431472,10,44712,240,12,0.0,0.0,2018-02-03 00:00:35.190,V7V7N2T05S9I4PNUSN28
2595891,2,47259,264,12,0.0,0.0,2018-03-11 19:27:24.790,0YIBVA1B35C9RHQCITQL
4165167,13,70480,225,18,0.0,0.0,2018-04-30 02:59:48.070,0ZZL9KU6MCT7P43CV552
4655041,9,96185,172,25,0.2,0.0,2018-01-24 05:36:58.230,RIZ1B8C9L4KA2M2BAFH4
5173422,4,7484,427,2,0.0,0.0,2018-02-19 15:33:41.930,O2OZVKJPFSDQFFH567SS
4634764,20,28991,202,8,0.0,0.0,2018-01-01 02:14:09.830,4DJWHIPF6X36BTI1LMBK
6301643,17,59071,182,15,0.0,0.0,2018-04-27 14:20:25.110,LRI50UWA491NBTPRG36J
743140,21,24820,346,7,0.0,0.0,2018-03-31 22:51:33.250,MOV28MYZ5VMHOLQ1CES6
5949911,14,81479,89,21,0.2,0.0,2018-03-22 11:22:03.490,G89FJ8MC82KCQ1IXVIZS
1801918,7,46816,122,12,0.0,0.0,2018-03-23 23:30:53.560,YWFV4YY40GL0RQ4GX2OK
5705357,20,80921,126,21,0.0,0.0,2018-02-25 19:48:27.770,H8ETJR9OWZFNS672Y8MP
3048394,2,79859,421,21,0.0,0.0,2018-01-22 05:57:23.630,ULSPKAQD7N02P426MZB5
1651075,16,31461,117,8,0.2,0.0,,4OB3T36Z2MWMPWTV7BO1
4703691,10,50775,287,13,0.2,0.0,2018-02-19 15:33:23.690,6I40255QNTPHWBC644FY
4104196,16,47793,312,13,0.1,0.0,2018-03-01 14:16:24.610,4CA02A8NFA0CRXVB09RW
4574625,3,12453,303,4,0.2,0.0,2018-04-12 01:07:16.270,BET138X0Y2N731SP45TG
4440023,11,64149,188,17,0.0,0.0,2018-01-14 23:04:43.320,MN0WG4GXT2112QM9Z2L0
1671832,14,71926,424,19,0.0,0.0,2018-04-18 02:19:49.970,4YJQ3MTKV3JERIT2WID0
654970,16,3513,44,1,0.0,0.0,2018-03-21 06:29:27.840,8VVFASKQF9H81S0654HR
240050,10,40117,179,11,0.0,0.0,2018-05-07 21:49:33.520,8HRUHGTFQQ2KL58GKJ2Q
6606204,15,89208,133,23,0.0,0.0,2018-03-14 21:54:28.240,B8K33ZM31JSUWXWZWE1W
4939981,16,81476,249,21,0.1,0.0,2018-02-02 06:59:46.430,D36BZNM2WDPVDP9BUGL2
1141067,10,50430,80,13,0.0,0.0,2018-03-14 16:18:34.970,KIE0NPYQBL9SGFD8OB6X
2858505,15,11615,169,3,0.0,0.0,2018-04-29 11:46:53.590,CD80XMJHQ5VL6BML90XC
4125104,13,95651,47,25,0.1,0.0,2018-02-09 01:12:44.870,O5SBWKH0EHQL8LLEUI78
4345059,11,67736,12,18,0.0,0.0,2018-01-14 05:53:01.780,W0RPGE5RD2KHPSFB8AQV
6266687,3,26320,213,7,0.0,0.0,2018-02-03 14:37:36.130,W7MBXCPIRWHAM1PHG393
2349851,5,59525,105,16,0.1,0.0,2018-04-09 18:40:30.410,AWTYOAJ96DWN1NRASYFS
2582654,12,56650,305,15,0.1,0.0,2018-04-30 12:32:41.880,0PWPANRPA28N7D4YOGRA
6652785,2,70615,308,18,0.0,0.0,2018-04-17 02:52:43.360,C0JWZU1HI07S5SENUUW0
1854539,13,74627,246,19,0.0,0.0,2018-04-23 01:51:35.980,KPR5AX4A61R9IJLY8BVS
1703735,13,8182,189,3,0.0,0.0,2018-04-12 14:10:02.080,APW8BD54ZIRY10Q361AF
394015,1,47140,300,12,0.0,0.0,2018-01-11 00:43:47.710,212LQD4TQAF8FAOT8CIG
4607821,3,96059,133,25,0.0,0.0,2018-03-25 02:39:00.020,1LOVE63646PJAMRM0NET
723905,8,41639,254,11,0.0,0.0,2018-05-02 02:01:04.900,2EDF3LNGQFTIWCNCNBLL
899814,5,88406,191,23,0.1,0.0,2018-02-04 22:20:06.600,9RH0VJ9A5Y08QUJZMM2T
6278009,11,31161,276,8,0.2,0.0,2018-01-28 08:32:05.890,IV6EG26KKIY8JMD4F477
5452417,19,91947,268,24,0.2,0.0,2018-03-05 18:17:17.190,6YYYN17ULMQM8SSWQJNI
3357861,19,39804,144,11,0.0,0.0,2018-03-03 02:42:22.150,MGHRIVKZ1P2NBPSIUCXQ
998876,7,94077,218,24,0.0,0.0,2018-01-23 01:30:51.500,PDZ0CJEWN0Q8SUUU08AH
3893003,4,3293,165,1,0.2,0.0,2018-01-07 16:08:37.240,VWOROBF593NQRZ4JMNEJ
1466139,14,37284,17,10,0.0,0.0,2018-02-01 12:56:46.510,ZTZ7SBDPZSZLADJW4XFR
1268875,18,67689,247,18,0.0,0.0,2018-01-01 11:16:09.920,3J4ZNCNET3EUL2LEPR7L
2629993,5,68990,194,18,0.1,0.0,2018-03-01 01:24:30.110,ZQ93ZZWTA242V60TG2Q8
4437680,17,57264,390,15,0.0,0.0,2018-04-19 06:12:20.390,C6SRXFVZOSOIRX6PYTDL
4276848,9,19137,407,5,0.0,0.0,2018-02-27 00:25:52.330,Q6F3AET8KV9KSYC3ZJFZ
2471025,5,22981,366,6,0.0,0.0,2018-01-06 05:01:04.010,9KUW2H1QBK9W4U641SHW
2226109,10,18618,165,5,0.2,0.0,2018-04-25 11:53:04.470,RVT6QTXX7CUD09LJ272W
6013521,8,52033,380,14,0.0,0.0,2018-01-12 14:48:11.840,X0GYEPVM0TD1LHJNZDX2
974075,13,26780,151,7,0.0,0.0,2018-02-27 05:26:08.890,HTLZXA8Q7ECHHTRON7XW
2220351,23,37659,434,10,0.0,0.0,2018-04-16 06:26:13.630,6TN7LSLBHFKHP0J6FNLR
3704537,16,56656,410,15,0.1,0.0,2018-02-05 09:17:04.940,157Q9YTUWCLIFFDJEQDV
790571,21,61728,88,16,0.0,0.0,2018-01-23 12:48:17.740,78QL4W2O0QME8PI79BGZ
2050763,7,58742,250,15,0.0,0.0,,1BZO610Q2IYZZ5CJYLHL
288802,14,15752,222,4,0.0,0.0,2018-01-18 20:20:39.460,3INL28LNBB89U47V23DC
855600,4,67458,438,18,0.0,0.0,2018-04-10 16:13:33.130,F8PXBK097ILY8ZL06JS1
35214,14,93208,444,24,0.2,0.0,2018-03-04 12:42:09.990,LY4FK2PIM4TV1N325B9B
6288712,23,19456,3,5,0.0,0.0,2018-01-07 05:27:50.630,HAJJS8XS4JQF5DC2H31Z
3775437,14,46596,131,12,0.0,0.0,2018-03-02 02:55:23.000,TAIIR0K8CVKEBK88ZMR2
3431310,11,79391,379,21,0.0,0.0,2018-04-28 08:45:44.240,YQMBMGT8FMZIJ894BYFS
1115834,22,96582,22,25,0.0,0.0,2018-04-19 08:03:31.180,237082ZP4ZUPNMSDCRVE
6626347,10,890,401,1,0.0,0.0,2018-04-03 16:56:29.460,T3HBQA9EFAWFI5E6NZ3M
1575234,13,9424,409,3,0.0,0.0,2018-04-09 06:31:25.450,OA97OD78G4OLD44P1ILK
2615720,19,26423,437,7,0.0,0.0,2018-03-31 09:58:35.700,UZNG0ECQIVRF6T4AMUQM
2611184,15,62390,54,16,0.0,0.0,2018-01-09 12:36:08.430,4GLUYY0KAV6DW601PA2O
6155369,15,46491,112,12,0.0,0.0,2018-03-07 10:29:05.580,B4QB02KA97BI2DRZ36O0
390631,15,1769,31,1,0.0,0.0,2018-04-26 00:39:40.700,O8I9HV6S87WVFABXUU5V
4200929,21,74266,260,19,0.1,0.0,2018-04-14 03:13:22.470,F7101S92KUB08INWNUMF
4709543,6,43125,99,11,0.2,0.0,2018-01-30 08:18:38.000,FINF2DYE573JDLKA0INT
2783551,16,52240,353,14,0.0,0.0,2018-02-03 11:34:55.400,SS1U7A9JB66NK4GC0PLR
2181083,19,96455,104,25,0.2,0.0,2018-05-07 11:55:39.930,4GQOTHNS36W07WDYX082
3691630,9,85113,262,22,0.0,0.0,2018-01-07 10:54:07.320,2V1FZ67GYAVS48TVDB00
2026623,17,48605,60,13,0.0,0.0,2018-03-25 17:43:15.890,LMK0NZ43MCT183VIWK2O
5369233,5,78094,316,20,0.0,0.0,2018-03-11 03:51:34.810,NP6E5XTBAJIEYTSJ5GUG
1394119,1,31161,344,8,0.0,0.0,2018-02-12 05:35:37.530,G1VPOOLINUTFKHQERAQN
1459624,13,16388,274,5,0.2,0.0,2018-04-09 07:05:46.600,R32LLPP4GHK4MDIE4LFR
4822872,17,34273,138,9,0.2,0.0,2018-02-28 03:21:22.230,2AJFZS5BYP6Z9MKGBS1K
504480,10,38826,153,10,0.0,0.0,2018-02-12 23:51:02.550,Y2BIAJ0Z4VS3ZV7MKEIP
5916540,20,32462,251,9,0.0,0.0,2018-04-25 18:17:49.470,AGXMBOXVSK6E0JRGWCSU
2373767,22,15878,448,5,0.0,0.0,2018-01-22 07:27:45.400,NW2BFBQNZ8XRZ4T52YRI
4231123,2,97717,395,25,0.0,0.0,2018-01-16 08:02:29.420,E9FPXY0QPPTA3ZHE1I54
3088023,13,92640,240,24,0.0,0.0,2018-04-09 15:29:12.330,FHQ456587R8B833CV05Q
5986693,11,39530,365,11,0.0,0.0,2018-02-14 09:14:21.090,UVVA4AH0Q4UJP2AQ1OJG
2797449,8,98274,229,25,0.0,0.0,2018-03-28 11:33:02.920,GVUL887W8WXD7FM5YJLV
6620962,18,11505,62,3,0.0,0.0,2018-04-10 15:42:02.780,MVUZYUH35HH1TRB8SY2F
1487374,18,79294,390,21,0.1,0.0,2018-02-02 13:55:09.800,F4ETKIXYZCRC6XCOFBJD
1923294,4,68337,441,18,0.0,0.0,2018-02-04 19:20:18.130,8L67ZDT24G0LEXJ3IU9A
3741802,7,49556,163,13,0.2,0.0,2018-03-13 03:33:16.330,GC3ACVAYQL32Y8QM85M0
6140520,5,3976,364,2,0.0,0.0,2018-02-05 19:39:26.320,84DOY6FZ8W2IWNW6249L
3492655,19,90354,274,23,0.0,0.0,2018-04-14 23:03:59.170,41LDEEK2H4DKMXZN9P2Z
1453230,8,30990,358,8,0.1,0.0,2018-03-18 11:56:12.260,EWF0916M8SYC10KGDN41
3542829,4,85936,199,22,0.0,0.0,2018-03-20 08:55:02.280,P5VC0P9TPOEPS4QPQGZ5
597616,14,4865,107,2,0.0,0.0,2018-01-09 08:58:05.160,E35F76KJZ3JW9O2FCVKK
5664048,14,40767,302,11,0.0,0.0,2018-01-10 02:28:58.290,DBFE68QFE1SRP0PI4ZP5
4066054,14,93475,225,24,0.0,0.0,2018-02-24 15:45:08.160,OU3OUTJ4NOERVHD3MNVQ
872798,16,71330,360,19,0.0,0.0,2018-04-20 10:01:34.380,OWPEDU4CID8YA0NAI7I6
1947758,2,4139,443,2,0.0,0.0,2018-05-01 15:11:53.620,RG3706MFYEJCDHPOXAGW
5846358,9,50065,96,13,0.2,0.0,2018-01-03 01:51:02.910,EPAU64GKCQTDKQFTFO7O
4413866,4,57501,106,15,0.0,0.0,2018-02-24 07:08:35.850,0CCQBMWG5CH5Z5PYIXZW
2468637,22,81256,75,21,0.0,0.0,2018-03-27 12:23:37.050,CTILJKZQ2IZ3R9B9EUWJ
3609731,8,79396,223,21,0.0,0.0,2018-01-14 09:26:00.760,LA3A88RKL1G75883GPHO
3038838,20,63699,382,17,0.0,0.0,2018-04-13 20:04:16.870,L5BUCYS6IWY2JFENKCNV
3411790,6,19271,289,5,0.0,0.0,2018-03-25 19:36:15.150,3OBI7DRTB1HUQW65C7YA
5959556,20,69344,222,18,0.0,0.0,2018-04-18 10:41:07.340,B6T2447XNKNNPQLHQO8W
5041197,13,42967,343,11,0.0,0.0,2018-01-26 13:55:45.410,UO9O24708S0R14RQVS9Q
27523,10,40318,179,11,0.0,0.0,2018-04-30 14:31:07.740,18OQQ2LTWU39A53EJ3BW
157467,13,73386,244,19,0.0,0.0,2018-03-24 18:43:07.140,L67K64MDQNQTG7DCIN2B
4325512,9,11305,344,3,0.0,0.0,2018-02-13 06:09:10.420,X3Q4DWOQYJUGHDNZ0EE1
692551,20,23527,135,6,0.0,0.0,2018-01-03 23:43:00.660,TNX7410DHYMM9L05UGQM
1862879,17,59909,201,16,0.0,0.0,2018-04-07 21:01:11.160,4F5UEVAEEFIKEZF3G4RB
626034,10,19261,396,5,0.0,0.0,2018-02-22 23:24:43.180,LXNM63U2L62QJHI2EX6W
5486135,17,42093,451,11,0.0,0.0,2018-02-14 05:33:37.110,6VH1HFP38GSIHVLGEX65
5982902,3,86125,243,22,0.0,0.0,2018-02-17 13:27:30.950,8WBSZMKKZYRR5YW2A99P
6207350,2,55125,347,14,0.1,0.0,2018-04-23 19:35:28.380,F7BF7EYE7CCRV7YCVKGY
199396,22,82225,321,21,0.0,0.0,2018-03-11 11:09:58.430,7RXCPLSBO8TAALE98RM1
933895,5,24971,389,7,0.0,0.0,2018-02-18 00:46:26.890,UQ63CONL0PU1B0RUGSLU
2569156,7,66722,131,17,0.0,0.0,2018-01-30 00:28:30.620,SH5848AFZ4AXWJRLE79Y
947005,16,42317,254,11,0.0,0.0,2018-04-05 08:33:08.330,MZ761V20QL8YWXLQAHBE
3744983,15,80222,38,21,0.0,0.0,2018-03-01 16:13:31.360,O6MOO4921KQPEX90BXJD
